PSTAR: Stopping Powers and Range Tables for Protons

GERMANIUM                                                               

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

2.750E+02	2.408E+00	6.087E-04	2.409E+00	
3.000E+02	2.297E+00	5.610E-04	2.297E+00	
3.500E+02	2.121E+00	4.853E-04	2.122E+00	
4.000E+02	1.990E+00	4.281E-04	1.990E+00	
4.500E+02	1.888E+00	3.832E-04	1.888E+00	
5.000E+02	1.808E+00	3.470E-04	1.808E+00	
5.500E+02	1.743E+00	3.172E-04	1.743E+00	
6.000E+02	1.689E+00	2.923E-04	1.689E+00	
6.500E+02	1.645E+00	2.711E-04	1.645E+00	
7.000E+02	1.608E+00	2.528E-04	1.608E+00	
7.500E+02	1.576E+00	2.369E-04	1.576E+00	
8.000E+02	1.549E+00	2.230E-04	1.549E+00	
8.500E+02	1.526E+00	2.106E-04	1.526E+00	
9.000E+02	1.506E+00	1.996E-04	1.506E+00	
9.500E+02	1.489E+00	1.897E-04	1.489E+00	
1.000E+03	1.474E+00	1.808E-04	1.474E+00	
1.500E+03	1.395E+00	1.235E-04	1.395E+00	
2.000E+03	1.374E+00	9.429E-05	1.374E+00	
2.500E+03	1.373E+00	7.651E-05	1.373E+00	
3.000E+03	1.380E+00	6.451E-05	1.380E+00	
4.000E+03	1.402E+00	4.930E-05	1.402E+00	
5.000E+03	1.427E+00	4.002E-05	1.427E+00	
6.000E+03	1.450E+00	3.376E-05	1.450E+00	
7.000E+03	1.471E+00	2.924E-05	1.471E+00	
8.000E+03	1.491E+00	2.582E-05	1.491E+00	
9.000E+03	1.509E+00	2.313E-05	1.509E+00	
1.000E+04	1.525E+00	2.097E-05	1.525E+00	
