PSTAR: Stopping Powers and Range Tables for Protons

XENON                                                                   

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	2.046E+00	4.710E-04	2.047E+00	
3.500E+02	1.892E+00	4.081E-04	1.893E+00	
4.000E+02	1.777E+00	3.604E-04	1.778E+00	
4.500E+02	1.688E+00	3.229E-04	1.688E+00	
5.000E+02	1.618E+00	2.927E-04	1.618E+00	
5.500E+02	1.561E+00	2.677E-04	1.561E+00	
6.000E+02	1.514E+00	2.468E-04	1.515E+00	
6.500E+02	1.476E+00	2.290E-04	1.476E+00	
7.000E+02	1.444E+00	2.137E-04	1.444E+00	
7.500E+02	1.416E+00	2.004E-04	1.417E+00	
8.000E+02	1.393E+00	1.886E-04	1.393E+00	
8.500E+02	1.373E+00	1.782E-04	1.373E+00	
9.000E+02	1.356E+00	1.689E-04	1.356E+00	
9.500E+02	1.342E+00	1.606E-04	1.342E+00	
1.000E+03	1.329E+00	1.531E-04	1.329E+00	
1.500E+03	1.266E+00	1.048E-04	1.266E+00	
2.000E+03	1.254E+00	8.006E-05	1.254E+00	
2.500E+03	1.260E+00	6.500E-05	1.260E+00	
3.000E+03	1.273E+00	5.483E-05	1.273E+00	
4.000E+03	1.305E+00	4.193E-05	1.305E+00	
5.000E+03	1.338E+00	3.405E-05	1.338E+00	
6.000E+03	1.369E+00	2.874E-05	1.369E+00	
7.000E+03	1.397E+00	2.489E-05	1.397E+00	
8.000E+03	1.423E+00	2.198E-05	1.423E+00	
9.000E+03	1.447E+00	1.970E-05	1.447E+00	
1.000E+04	1.469E+00	1.786E-05	1.469E+00	
