PSTAR: Stopping Powers and Range Tables for Protons

IRON                                                                    

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	2.484E+00	6.330E-04	2.485E+00	
3.500E+02	2.291E+00	5.474E-04	2.291E+00	
4.000E+02	2.146E+00	4.827E-04	2.147E+00	
4.500E+02	2.034E+00	4.319E-04	2.034E+00	
5.000E+02	1.945E+00	3.911E-04	1.945E+00	
5.500E+02	1.873E+00	3.574E-04	1.874E+00	
6.000E+02	1.814E+00	3.293E-04	1.814E+00	
6.500E+02	1.765E+00	3.053E-04	1.765E+00	
7.000E+02	1.724E+00	2.847E-04	1.724E+00	
7.500E+02	1.688E+00	2.668E-04	1.689E+00	
8.000E+02	1.658E+00	2.511E-04	1.659E+00	
8.500E+02	1.632E+00	2.371E-04	1.633E+00	
9.000E+02	1.610E+00	2.247E-04	1.610E+00	
9.500E+02	1.590E+00	2.135E-04	1.591E+00	
1.000E+03	1.573E+00	2.035E-04	1.574E+00	
1.500E+03	1.482E+00	1.390E-04	1.482E+00	
2.000E+03	1.456E+00	1.061E-04	1.456E+00	
2.500E+03	1.452E+00	8.605E-05	1.452E+00	
3.000E+03	1.457E+00	7.254E-05	1.457E+00	
4.000E+03	1.478E+00	5.543E-05	1.478E+00	
5.000E+03	1.501E+00	4.500E-05	1.501E+00	
6.000E+03	1.524E+00	3.795E-05	1.524E+00	
7.000E+03	1.546E+00	3.287E-05	1.546E+00	
8.000E+03	1.566E+00	2.901E-05	1.566E+00	
9.000E+03	1.584E+00	2.600E-05	1.584E+00	
1.000E+04	1.601E+00	2.356E-05	1.601E+00	
