PSTAR: Stopping Powers and Range Tables for Protons

SILVER                                                                  

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	2.166E+00	5.345E-04	2.166E+00	
3.500E+02	2.000E+00	4.629E-04	2.001E+00	
4.000E+02	1.876E+00	4.086E-04	1.877E+00	
4.500E+02	1.780E+00	3.660E-04	1.781E+00	
5.000E+02	1.704E+00	3.317E-04	1.705E+00	
5.500E+02	1.643E+00	3.034E-04	1.643E+00	
6.000E+02	1.592E+00	2.796E-04	1.593E+00	
6.500E+02	1.551E+00	2.594E-04	1.551E+00	
7.000E+02	1.515E+00	2.420E-04	1.516E+00	
7.500E+02	1.485E+00	2.269E-04	1.486E+00	
8.000E+02	1.460E+00	2.136E-04	1.460E+00	
8.500E+02	1.438E+00	2.018E-04	1.438E+00	
9.000E+02	1.419E+00	1.912E-04	1.419E+00	
9.500E+02	1.403E+00	1.818E-04	1.403E+00	
1.000E+03	1.389E+00	1.733E-04	1.389E+00	
1.500E+03	1.314E+00	1.185E-04	1.315E+00	
2.000E+03	1.296E+00	9.054E-05	1.296E+00	
2.500E+03	1.296E+00	7.349E-05	1.296E+00	
3.000E+03	1.305E+00	6.199E-05	1.305E+00	
4.000E+03	1.329E+00	4.739E-05	1.329E+00	
5.000E+03	1.355E+00	3.849E-05	1.355E+00	
6.000E+03	1.379E+00	3.247E-05	1.379E+00	
7.000E+03	1.402E+00	2.813E-05	1.402E+00	
8.000E+03	1.423E+00	2.484E-05	1.423E+00	
9.000E+03	1.442E+00	2.226E-05	1.442E+00	
1.000E+04	1.459E+00	2.018E-05	1.459E+00	
