PSTAR: Stopping Powers and Range Tables for Protons

PLATINUM                                                                

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	1.836E+00	4.301E-04	1.837E+00	
3.500E+02	1.700E+00	3.731E-04	1.700E+00	
4.000E+02	1.597E+00	3.298E-04	1.598E+00	
4.500E+02	1.518E+00	2.957E-04	1.518E+00	
5.000E+02	1.455E+00	2.682E-04	1.456E+00	
5.500E+02	1.405E+00	2.455E-04	1.405E+00	
6.000E+02	1.363E+00	2.265E-04	1.364E+00	
6.500E+02	1.329E+00	2.103E-04	1.329E+00	
7.000E+02	1.300E+00	1.963E-04	1.300E+00	
7.500E+02	1.276E+00	1.841E-04	1.276E+00	
8.000E+02	1.255E+00	1.733E-04	1.255E+00	
8.500E+02	1.237E+00	1.638E-04	1.237E+00	
9.000E+02	1.222E+00	1.553E-04	1.222E+00	
9.500E+02	1.208E+00	1.477E-04	1.208E+00	
1.000E+03	1.197E+00	1.408E-04	1.197E+00	
1.500E+03	1.139E+00	9.652E-05	1.139E+00	
2.000E+03	1.126E+00	7.383E-05	1.126E+00	
2.500E+03	1.129E+00	5.997E-05	1.129E+00	
3.000E+03	1.138E+00	5.061E-05	1.138E+00	
4.000E+03	1.161E+00	3.873E-05	1.161E+00	
5.000E+03	1.185E+00	3.147E-05	1.185E+00	
6.000E+03	1.208E+00	2.656E-05	1.208E+00	
7.000E+03	1.229E+00	2.302E-05	1.229E+00	
8.000E+03	1.248E+00	2.033E-05	1.248E+00	
9.000E+03	1.265E+00	1.822E-05	1.265E+00	
1.000E+04	1.281E+00	1.652E-05	1.281E+00	
