PSTAR: Stopping Powers and Range Tables for Protons

HYDROGEN                                                                

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

2.750E+02	7.642E+00	3.464E-03	7.645E+00	
3.000E+02	7.266E+00	3.188E-03	7.269E+00	
3.500E+02	6.676E+00	2.753E-03	6.679E+00	
4.000E+02	6.236E+00	2.424E-03	6.238E+00	
4.500E+02	5.895E+00	2.166E-03	5.897E+00	
5.000E+02	5.625E+00	1.960E-03	5.627E+00	
5.500E+02	5.407E+00	1.790E-03	5.409E+00	
6.000E+02	5.228E+00	1.647E-03	5.230E+00	
6.500E+02	5.079E+00	1.527E-03	5.081E+00	
7.000E+02	4.954E+00	1.423E-03	4.955E+00	
7.500E+02	4.847E+00	1.333E-03	4.848E+00	
8.000E+02	4.755E+00	1.253E-03	4.757E+00	
8.500E+02	4.676E+00	1.183E-03	4.678E+00	
9.000E+02	4.608E+00	1.121E-03	4.609E+00	
9.500E+02	4.548E+00	1.065E-03	4.549E+00	
1.000E+03	4.496E+00	1.014E-03	4.497E+00	
1.500E+03	4.212E+00	6.908E-04	4.213E+00	
2.000E+03	4.125E+00	5.264E-04	4.125E+00	
2.500E+03	4.106E+00	4.265E-04	4.107E+00	
3.000E+03	4.117E+00	3.592E-04	4.118E+00	
4.000E+03	4.172E+00	2.740E-04	4.172E+00	
5.000E+03	4.240E+00	2.221E-04	4.240E+00	
6.000E+03	4.307E+00	1.872E-04	4.307E+00	
7.000E+03	4.371E+00	1.620E-04	4.372E+00	
8.000E+03	4.431E+00	1.429E-04	4.431E+00	
9.000E+03	4.487E+00	1.279E-04	4.487E+00	
1.000E+04	4.539E+00	1.159E-04	4.539E+00	
