PSTAR: Stopping Powers and Range Tables for Protons

GADOLINIUM                                                              

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

2.750E+02	2.046E+00	4.925E-04	2.047E+00	
3.000E+02	1.953E+00	4.544E-04	1.953E+00	
3.500E+02	1.806E+00	3.939E-04	1.806E+00	
4.000E+02	1.695E+00	3.480E-04	1.696E+00	
4.500E+02	1.610E+00	3.119E-04	1.610E+00	
5.000E+02	1.542E+00	2.828E-04	1.542E+00	
5.500E+02	1.488E+00	2.588E-04	1.488E+00	
6.000E+02	1.443E+00	2.386E-04	1.443E+00	
6.500E+02	1.405E+00	2.215E-04	1.406E+00	
7.000E+02	1.374E+00	2.067E-04	1.374E+00	
7.500E+02	1.348E+00	1.938E-04	1.348E+00	
8.000E+02	1.325E+00	1.825E-04	1.325E+00	
8.500E+02	1.306E+00	1.724E-04	1.306E+00	
9.000E+02	1.289E+00	1.635E-04	1.289E+00	
9.500E+02	1.275E+00	1.554E-04	1.275E+00	
1.000E+03	1.262E+00	1.482E-04	1.262E+00	
1.500E+03	1.198E+00	1.015E-04	1.198E+00	
2.000E+03	1.183E+00	7.757E-05	1.183E+00	
2.500E+03	1.186E+00	6.299E-05	1.186E+00	
3.000E+03	1.195E+00	5.315E-05	1.195E+00	
4.000E+03	1.219E+00	4.065E-05	1.219E+00	
5.000E+03	1.245E+00	3.303E-05	1.245E+00	
6.000E+03	1.269E+00	2.787E-05	1.269E+00	
7.000E+03	1.292E+00	2.415E-05	1.292E+00	
8.000E+03	1.312E+00	2.133E-05	1.312E+00	
9.000E+03	1.330E+00	1.911E-05	1.330E+00	
1.000E+04	1.347E+00	1.733E-05	1.347E+00	
