PSTAR: Stopping Powers and Range Tables for Protons

NEON                                                                    

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	2.926E+00	7.445E-04	2.927E+00	
3.500E+02	2.697E+00	6.431E-04	2.698E+00	
4.000E+02	2.526E+00	5.666E-04	2.526E+00	
4.500E+02	2.393E+00	5.067E-04	2.394E+00	
5.000E+02	2.289E+00	4.585E-04	2.289E+00	
5.500E+02	2.204E+00	4.189E-04	2.205E+00	
6.000E+02	2.135E+00	3.858E-04	2.135E+00	
6.500E+02	2.077E+00	3.576E-04	2.078E+00	
7.000E+02	2.029E+00	3.334E-04	2.029E+00	
7.500E+02	1.988E+00	3.123E-04	1.988E+00	
8.000E+02	1.953E+00	2.938E-04	1.953E+00	
8.500E+02	1.923E+00	2.774E-04	1.923E+00	
9.000E+02	1.897E+00	2.628E-04	1.897E+00	
9.500E+02	1.874E+00	2.497E-04	1.875E+00	
1.000E+03	1.855E+00	2.379E-04	1.855E+00	
1.500E+03	1.753E+00	1.623E-04	1.753E+00	
2.000E+03	1.727E+00	1.238E-04	1.727E+00	
2.500E+03	1.728E+00	1.004E-04	1.728E+00	
3.000E+03	1.739E+00	8.458E-05	1.739E+00	
4.000E+03	1.773E+00	6.458E-05	1.774E+00	
5.000E+03	1.811E+00	5.241E-05	1.811E+00	
6.000E+03	1.847E+00	4.419E-05	1.847E+00	
7.000E+03	1.880E+00	3.825E-05	1.880E+00	
8.000E+03	1.911E+00	3.376E-05	1.911E+00	
9.000E+03	1.939E+00	3.024E-05	1.939E+00	
1.000E+04	1.965E+00	2.741E-05	1.966E+00	
