PSTAR: Stopping Powers and Range Tables for Protons

ARGON                                                                   

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	2.556E+00	6.027E-04	2.557E+00	
3.500E+02	2.358E+00	5.210E-04	2.358E+00	
4.000E+02	2.210E+00	4.591E-04	2.210E+00	
4.500E+02	2.095E+00	4.107E-04	2.095E+00	
5.000E+02	2.004E+00	3.718E-04	2.004E+00	
5.500E+02	1.931E+00	3.397E-04	1.931E+00	
6.000E+02	1.871E+00	3.129E-04	1.871E+00	
6.500E+02	1.821E+00	2.901E-04	1.821E+00	
7.000E+02	1.779E+00	2.705E-04	1.779E+00	
7.500E+02	1.744E+00	2.534E-04	1.744E+00	
8.000E+02	1.713E+00	2.384E-04	1.714E+00	
8.500E+02	1.688E+00	2.252E-04	1.688E+00	
9.000E+02	1.665E+00	2.133E-04	1.665E+00	
9.500E+02	1.646E+00	2.027E-04	1.646E+00	
1.000E+03	1.629E+00	1.932E-04	1.629E+00	
1.500E+03	1.542E+00	1.318E-04	1.542E+00	
2.000E+03	1.521E+00	1.006E-04	1.521E+00	
2.500E+03	1.523E+00	8.159E-05	1.523E+00	
3.000E+03	1.535E+00	6.877E-05	1.535E+00	
4.000E+03	1.567E+00	5.253E-05	1.567E+00	
5.000E+03	1.601E+00	4.264E-05	1.601E+00	
6.000E+03	1.634E+00	3.596E-05	1.634E+00	
7.000E+03	1.665E+00	3.113E-05	1.665E+00	
8.000E+03	1.693E+00	2.748E-05	1.693E+00	
9.000E+03	1.719E+00	2.462E-05	1.719E+00	
1.000E+04	1.743E+00	2.231E-05	1.743E+00	
