PSTAR: Stopping Powers and Range Tables for Protons

HELIUM                                                                  

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	3.379E+00	7.935E-04	3.380E+00	
3.500E+02	3.108E+00	6.851E-04	3.109E+00	
4.000E+02	2.906E+00	6.033E-04	2.906E+00	
4.500E+02	2.749E+00	5.394E-04	2.750E+00	
5.000E+02	2.625E+00	4.879E-04	2.626E+00	
5.500E+02	2.525E+00	4.457E-04	2.526E+00	
6.000E+02	2.443E+00	4.103E-04	2.444E+00	
6.500E+02	2.375E+00	3.802E-04	2.375E+00	
7.000E+02	2.317E+00	3.544E-04	2.318E+00	
7.500E+02	2.268E+00	3.319E-04	2.269E+00	
8.000E+02	2.227E+00	3.122E-04	2.227E+00	
8.500E+02	2.191E+00	2.948E-04	2.191E+00	
9.000E+02	2.159E+00	2.792E-04	2.160E+00	
9.500E+02	2.132E+00	2.653E-04	2.132E+00	
1.000E+03	2.108E+00	2.527E-04	2.109E+00	
1.500E+03	1.981E+00	1.722E-04	1.981E+00	
2.000E+03	1.944E+00	1.312E-04	1.944E+00	
2.500E+03	1.939E+00	1.063E-04	1.939E+00	
3.000E+03	1.947E+00	8.958E-05	1.947E+00	
4.000E+03	1.977E+00	6.835E-05	1.977E+00	
5.000E+03	2.013E+00	5.543E-05	2.013E+00	
6.000E+03	2.048E+00	4.672E-05	2.048E+00	
7.000E+03	2.081E+00	4.043E-05	2.081E+00	
8.000E+03	2.111E+00	3.567E-05	2.111E+00	
9.000E+03	2.139E+00	3.194E-05	2.139E+00	
1.000E+04	2.166E+00	2.894E-05	2.166E+00	
