PSTAR: Stopping Powers and Range Tables for Protons

TIN                                                                     

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	2.089E+00	4.971E-04	2.090E+00	
3.500E+02	1.932E+00	4.306E-04	1.932E+00	
4.000E+02	1.813E+00	3.801E-04	1.814E+00	
4.500E+02	1.722E+00	3.405E-04	1.722E+00	
5.000E+02	1.649E+00	3.086E-04	1.650E+00	
5.500E+02	1.591E+00	2.823E-04	1.591E+00	
6.000E+02	1.543E+00	2.602E-04	1.543E+00	
6.500E+02	1.503E+00	2.415E-04	1.503E+00	
7.000E+02	1.469E+00	2.253E-04	1.469E+00	
7.500E+02	1.441E+00	2.112E-04	1.441E+00	
8.000E+02	1.417E+00	1.988E-04	1.417E+00	
8.500E+02	1.396E+00	1.878E-04	1.396E+00	
9.000E+02	1.378E+00	1.780E-04	1.378E+00	
9.500E+02	1.362E+00	1.692E-04	1.362E+00	
1.000E+03	1.349E+00	1.613E-04	1.349E+00	
1.500E+03	1.279E+00	1.104E-04	1.279E+00	
2.000E+03	1.262E+00	8.432E-05	1.262E+00	
2.500E+03	1.263E+00	6.845E-05	1.263E+00	
3.000E+03	1.271E+00	5.774E-05	1.271E+00	
4.000E+03	1.295E+00	4.415E-05	1.295E+00	
5.000E+03	1.321E+00	3.586E-05	1.321E+00	
6.000E+03	1.345E+00	3.025E-05	1.345E+00	
7.000E+03	1.367E+00	2.621E-05	1.367E+00	
8.000E+03	1.388E+00	2.314E-05	1.388E+00	
9.000E+03	1.406E+00	2.074E-05	1.406E+00	
1.000E+04	1.423E+00	1.880E-05	1.423E+00	
