PSTAR: Stopping Powers and Range Tables for Protons

TITANIUM                                                                

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	2.526E+00	6.215E-04	2.526E+00	
3.500E+02	2.329E+00	5.373E-04	2.330E+00	
4.000E+02	2.182E+00	4.736E-04	2.182E+00	
4.500E+02	2.068E+00	4.238E-04	2.068E+00	
5.000E+02	1.978E+00	3.836E-04	1.978E+00	
5.500E+02	1.905E+00	3.506E-04	1.905E+00	
6.000E+02	1.845E+00	3.229E-04	1.845E+00	
6.500E+02	1.795E+00	2.994E-04	1.795E+00	
7.000E+02	1.753E+00	2.792E-04	1.753E+00	
7.500E+02	1.717E+00	2.616E-04	1.717E+00	
8.000E+02	1.686E+00	2.462E-04	1.687E+00	
8.500E+02	1.660E+00	2.325E-04	1.660E+00	
9.000E+02	1.637E+00	2.203E-04	1.638E+00	
9.500E+02	1.618E+00	2.093E-04	1.618E+00	
1.000E+03	1.600E+00	1.995E-04	1.600E+00	
1.500E+03	1.508E+00	1.362E-04	1.508E+00	
2.000E+03	1.481E+00	1.039E-04	1.481E+00	
2.500E+03	1.477E+00	8.430E-05	1.477E+00	
3.000E+03	1.482E+00	7.106E-05	1.482E+00	
4.000E+03	1.502E+00	5.429E-05	1.502E+00	
5.000E+03	1.525E+00	4.407E-05	1.525E+00	
6.000E+03	1.549E+00	3.717E-05	1.549E+00	
7.000E+03	1.570E+00	3.218E-05	1.570E+00	
8.000E+03	1.590E+00	2.841E-05	1.590E+00	
9.000E+03	1.609E+00	2.545E-05	1.609E+00	
1.000E+04	1.626E+00	2.307E-05	1.626E+00	
