PSTAR: Stopping Powers and Range Tables for Protons

GOLD                                                                    

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	1.843E+00	4.322E-04	1.844E+00	
3.500E+02	1.706E+00	3.750E-04	1.707E+00	
4.000E+02	1.603E+00	3.315E-04	1.604E+00	
4.500E+02	1.524E+00	2.972E-04	1.524E+00	
5.000E+02	1.461E+00	2.696E-04	1.461E+00	
5.500E+02	1.410E+00	2.468E-04	1.410E+00	
6.000E+02	1.368E+00	2.276E-04	1.368E+00	
6.500E+02	1.334E+00	2.113E-04	1.334E+00	
7.000E+02	1.305E+00	1.973E-04	1.305E+00	
7.500E+02	1.280E+00	1.850E-04	1.280E+00	
8.000E+02	1.259E+00	1.742E-04	1.259E+00	
8.500E+02	1.241E+00	1.647E-04	1.241E+00	
9.000E+02	1.226E+00	1.561E-04	1.226E+00	
9.500E+02	1.213E+00	1.485E-04	1.213E+00	
1.000E+03	1.201E+00	1.416E-04	1.201E+00	
1.500E+03	1.143E+00	9.703E-05	1.143E+00	
2.000E+03	1.131E+00	7.422E-05	1.131E+00	
2.500E+03	1.134E+00	6.029E-05	1.134E+00	
3.000E+03	1.143E+00	5.088E-05	1.143E+00	
4.000E+03	1.167E+00	3.893E-05	1.167E+00	
5.000E+03	1.191E+00	3.164E-05	1.192E+00	
6.000E+03	1.215E+00	2.671E-05	1.215E+00	
7.000E+03	1.236E+00	2.314E-05	1.236E+00	
8.000E+03	1.255E+00	2.044E-05	1.255E+00	
9.000E+03	1.272E+00	1.832E-05	1.272E+00	
1.000E+04	1.288E+00	1.661E-05	1.288E+00	
