PSTAR: Stopping Powers and Range Tables for Protons

TUNGSTEN                                                                

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

2.750E+02	1.964E+00	4.748E-04	1.965E+00	
3.000E+02	1.876E+00	4.382E-04	1.876E+00	
3.500E+02	1.736E+00	3.801E-04	1.736E+00	
4.000E+02	1.631E+00	3.359E-04	1.631E+00	
4.500E+02	1.550E+00	3.012E-04	1.550E+00	
5.000E+02	1.486E+00	2.731E-04	1.486E+00	
5.500E+02	1.434E+00	2.500E-04	1.434E+00	
6.000E+02	1.391E+00	2.306E-04	1.391E+00	
6.500E+02	1.356E+00	2.140E-04	1.356E+00	
7.000E+02	1.326E+00	1.998E-04	1.326E+00	
7.500E+02	1.301E+00	1.874E-04	1.301E+00	
8.000E+02	1.279E+00	1.764E-04	1.279E+00	
8.500E+02	1.261E+00	1.667E-04	1.261E+00	
9.000E+02	1.245E+00	1.581E-04	1.245E+00	
9.500E+02	1.231E+00	1.503E-04	1.231E+00	
1.000E+03	1.219E+00	1.433E-04	1.219E+00	
1.500E+03	1.157E+00	9.821E-05	1.157E+00	
2.000E+03	1.143E+00	7.511E-05	1.143E+00	
2.500E+03	1.145E+00	6.101E-05	1.145E+00	
3.000E+03	1.153E+00	5.148E-05	1.153E+00	
4.000E+03	1.175E+00	3.939E-05	1.175E+00	
5.000E+03	1.199E+00	3.200E-05	1.199E+00	
6.000E+03	1.222E+00	2.701E-05	1.222E+00	
7.000E+03	1.243E+00	2.341E-05	1.243E+00	
8.000E+03	1.262E+00	2.067E-05	1.262E+00	
9.000E+03	1.280E+00	1.853E-05	1.280E+00	
1.000E+04	1.296E+00	1.680E-05	1.296E+00	
