PSTAR: Stopping Powers and Range Tables for Protons

OXYGEN                                                                  

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

2.750E+02	3.240E+00	8.292E-04	3.241E+00	
3.000E+02	3.085E+00	7.634E-04	3.086E+00	
3.500E+02	2.841E+00	6.594E-04	2.842E+00	
4.000E+02	2.659E+00	5.808E-04	2.660E+00	
4.500E+02	2.519E+00	5.194E-04	2.519E+00	
5.000E+02	2.407E+00	4.700E-04	2.408E+00	
5.500E+02	2.317E+00	4.294E-04	2.318E+00	
6.000E+02	2.244E+00	3.954E-04	2.244E+00	
6.500E+02	2.182E+00	3.665E-04	2.183E+00	
7.000E+02	2.131E+00	3.416E-04	2.131E+00	
7.500E+02	2.087E+00	3.200E-04	2.088E+00	
8.000E+02	2.050E+00	3.011E-04	2.050E+00	
8.500E+02	2.018E+00	2.843E-04	2.018E+00	
9.000E+02	1.990E+00	2.693E-04	1.990E+00	
9.500E+02	1.966E+00	2.559E-04	1.966E+00	
1.000E+03	1.945E+00	2.438E-04	1.945E+00	
1.500E+03	1.834E+00	1.663E-04	1.835E+00	
2.000E+03	1.805E+00	1.268E-04	1.805E+00	
2.500E+03	1.804E+00	1.028E-04	1.804E+00	
3.000E+03	1.815E+00	8.662E-05	1.815E+00	
4.000E+03	1.848E+00	6.614E-05	1.848E+00	
5.000E+03	1.885E+00	5.366E-05	1.885E+00	
6.000E+03	1.921E+00	4.524E-05	1.921E+00	
7.000E+03	1.954E+00	3.917E-05	1.954E+00	
8.000E+03	1.985E+00	3.457E-05	1.985E+00	
9.000E+03	2.013E+00	3.096E-05	2.014E+00	
1.000E+04	2.040E+00	2.806E-05	2.040E+00	
