PSTAR: Stopping Powers and Range Tables for Protons

LEAD                                                                    

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	1.810E+00	4.192E-04	1.810E+00	
3.500E+02	1.676E+00	3.637E-04	1.677E+00	
4.000E+02	1.576E+00	3.215E-04	1.577E+00	
4.500E+02	1.499E+00	2.883E-04	1.499E+00	
5.000E+02	1.437E+00	2.615E-04	1.438E+00	
5.500E+02	1.388E+00	2.394E-04	1.388E+00	
6.000E+02	1.347E+00	2.209E-04	1.348E+00	
6.500E+02	1.314E+00	2.051E-04	1.314E+00	
7.000E+02	1.286E+00	1.914E-04	1.286E+00	
7.500E+02	1.262E+00	1.795E-04	1.262E+00	
8.000E+02	1.242E+00	1.691E-04	1.242E+00	
8.500E+02	1.224E+00	1.598E-04	1.224E+00	
9.000E+02	1.209E+00	1.515E-04	1.210E+00	
9.500E+02	1.197E+00	1.441E-04	1.197E+00	
1.000E+03	1.185E+00	1.374E-04	1.186E+00	
1.500E+03	1.130E+00	9.419E-05	1.130E+00	
2.000E+03	1.120E+00	7.205E-05	1.120E+00	
2.500E+03	1.124E+00	5.854E-05	1.124E+00	
3.000E+03	1.135E+00	4.940E-05	1.135E+00	
4.000E+03	1.161E+00	3.780E-05	1.161E+00	
5.000E+03	1.187E+00	3.072E-05	1.187E+00	
6.000E+03	1.211E+00	2.593E-05	1.211E+00	
7.000E+03	1.233E+00	2.247E-05	1.233E+00	
8.000E+03	1.253E+00	1.985E-05	1.253E+00	
9.000E+03	1.271E+00	1.779E-05	1.271E+00	
1.000E+04	1.288E+00	1.613E-05	1.288E+00	
