PSTAR: Stopping Powers and Range Tables for Protons

NITROGEN                                                                

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	3.136E+00	7.657E-04	3.137E+00	
3.500E+02	2.888E+00	6.613E-04	2.889E+00	
4.000E+02	2.702E+00	5.826E-04	2.703E+00	
4.500E+02	2.559E+00	5.209E-04	2.560E+00	
5.000E+02	2.445E+00	4.713E-04	2.446E+00	
5.500E+02	2.354E+00	4.306E-04	2.354E+00	
6.000E+02	2.279E+00	3.965E-04	2.279E+00	
6.500E+02	2.216E+00	3.675E-04	2.216E+00	
7.000E+02	2.163E+00	3.426E-04	2.164E+00	
7.500E+02	2.119E+00	3.209E-04	2.119E+00	
8.000E+02	2.081E+00	3.019E-04	2.081E+00	
8.500E+02	2.048E+00	2.850E-04	2.048E+00	
9.000E+02	2.020E+00	2.700E-04	2.020E+00	
9.500E+02	1.995E+00	2.566E-04	1.995E+00	
1.000E+03	1.974E+00	2.444E-04	1.974E+00	
1.500E+03	1.860E+00	1.667E-04	1.860E+00	
2.000E+03	1.829E+00	1.271E-04	1.830E+00	
2.500E+03	1.828E+00	1.031E-04	1.828E+00	
3.000E+03	1.838E+00	8.683E-05	1.838E+00	
4.000E+03	1.870E+00	6.630E-05	1.870E+00	
5.000E+03	1.907E+00	5.379E-05	1.907E+00	
6.000E+03	1.943E+00	4.535E-05	1.943E+00	
7.000E+03	1.976E+00	3.925E-05	1.976E+00	
8.000E+03	2.007E+00	3.464E-05	2.007E+00	
9.000E+03	2.035E+00	3.103E-05	2.035E+00	
1.000E+04	2.062E+00	2.812E-05	2.062E+00	
