PSTAR: Stopping Powers and Range Tables for Protons

COPPER                                                                  

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

3.000E+02	2.400E+00	6.048E-04	2.400E+00	
3.500E+02	2.214E+00	5.231E-04	2.214E+00	
4.000E+02	2.074E+00	4.613E-04	2.074E+00	
4.500E+02	1.966E+00	4.129E-04	1.966E+00	
5.000E+02	1.880E+00	3.739E-04	1.880E+00	
5.500E+02	1.810E+00	3.418E-04	1.811E+00	
6.000E+02	1.753E+00	3.149E-04	1.754E+00	
6.500E+02	1.706E+00	2.920E-04	1.706E+00	
7.000E+02	1.666E+00	2.723E-04	1.666E+00	
7.500E+02	1.632E+00	2.552E-04	1.632E+00	
8.000E+02	1.603E+00	2.401E-04	1.603E+00	
8.500E+02	1.578E+00	2.268E-04	1.578E+00	
9.000E+02	1.556E+00	2.149E-04	1.556E+00	
9.500E+02	1.537E+00	2.043E-04	1.538E+00	
1.000E+03	1.521E+00	1.947E-04	1.521E+00	
1.500E+03	1.433E+00	1.330E-04	1.433E+00	
2.000E+03	1.407E+00	1.015E-04	1.407E+00	
2.500E+03	1.404E+00	8.235E-05	1.404E+00	
3.000E+03	1.409E+00	6.943E-05	1.409E+00	
4.000E+03	1.430E+00	5.306E-05	1.430E+00	
5.000E+03	1.454E+00	4.307E-05	1.454E+00	
6.000E+03	1.476E+00	3.633E-05	1.476E+00	
7.000E+03	1.498E+00	3.146E-05	1.498E+00	
8.000E+03	1.517E+00	2.778E-05	1.517E+00	
9.000E+03	1.535E+00	2.489E-05	1.535E+00	
1.000E+04	1.552E+00	2.256E-05	1.552E+00	
