PSTAR: Stopping Powers and Range Tables for Protons

BERYLLIUM                                                               

Kinetic  	Electron.	Nuclear  	Total    	
Energy   	Stp. Pow.	Stp. Pow.	Stp. Pow.	
MeV      	MeV cm2/g	MeV cm2/g	MeV cm2/g	

2.750E+02	3.002E+00	6.670E-04	3.002E+00	
3.000E+02	2.856E+00	6.140E-04	2.856E+00	
3.500E+02	2.626E+00	5.302E-04	2.627E+00	
4.000E+02	2.454E+00	4.670E-04	2.454E+00	
4.500E+02	2.321E+00	4.175E-04	2.321E+00	
5.000E+02	2.215E+00	3.777E-04	2.215E+00	
5.500E+02	2.129E+00	3.450E-04	2.129E+00	
6.000E+02	2.058E+00	3.177E-04	2.059E+00	
6.500E+02	1.999E+00	2.944E-04	2.000E+00	
7.000E+02	1.950E+00	2.745E-04	1.950E+00	
7.500E+02	1.907E+00	2.571E-04	1.907E+00	
8.000E+02	1.871E+00	2.418E-04	1.871E+00	
8.500E+02	1.839E+00	2.283E-04	1.839E+00	
9.000E+02	1.812E+00	2.163E-04	1.812E+00	
9.500E+02	1.787E+00	2.055E-04	1.788E+00	
1.000E+03	1.766E+00	1.958E-04	1.766E+00	
1.500E+03	1.648E+00	1.334E-04	1.649E+00	
2.000E+03	1.608E+00	1.017E-04	1.608E+00	
2.500E+03	1.596E+00	8.246E-05	1.596E+00	
3.000E+03	1.595E+00	6.947E-05	1.595E+00	
4.000E+03	1.607E+00	5.303E-05	1.607E+00	
5.000E+03	1.625E+00	4.302E-05	1.625E+00	
6.000E+03	1.643E+00	3.626E-05	1.643E+00	
7.000E+03	1.660E+00	3.138E-05	1.660E+00	
8.000E+03	1.676E+00	2.769E-05	1.676E+00	
9.000E+03	1.691E+00	2.480E-05	1.691E+00	
1.000E+04	1.704E+00	2.247E-05	1.704E+00	
